3.87352924	0.06670156	8.31294852	0.00100000

11.14609139	0.05501962	8.40463307	0.03800000

4.12053089	0.05822076	8.40445646	0.07500000

10.81959226	0.05616447	8.40450771	0.11900000

7.78740003	0.05160729	8.63593467	0.16900000

2.26727753	0.05055136	8.63577721	0.21600000

1.81559796	0.05919888	8.73734614	0.26700000

13.35228541	0.06460081	9.04417776	0.32400000

3.36063650	0.07372629	9.10773931	0.37500000

2.62442956	0.07462661	8.97006430	0.41800000

7.42741983	0.07281485	8.78240541	0.46700000

3.85918462	0.08538600	8.60353423	0.50300000

3.29967649	0.07707192	8.34096592	0.55800000

10.67118750	0.07080302	8.23796870	0.61200000

3.85770879	0.06582347	8.12241701	0.66200000

6.92243114	0.05865425	8.19021341	0.71200000

0.95440819	0.05303002	8.05068279	0.76200000

8.94654171	0.05089592	8.05038207	0.80500000

2.05339262	0.05008452	8.27389633	0.85700000

2.85313456	0.05135164	8.63589206	0.90200000

12.56318924	0.05511965	8.63608967	0.95200000

8.50808909	0.04506051	8.78276912	0.99600000

1.37182245	0.04598306	8.78242147	1.03800000

3.88128510	0.04773924	8.78260734	1.09100000

3.54749324	0.04428246	8.78249804	1.14700000

0.93655615	0.04459368	8.78255979	1.19600000

0.92871385	0.05085146	8.88340068	1.25200000

3.62037108	0.05050690	8.63616871	1.30800000

1.81274509	0.05024014	8.63584266	1.36600000

2.72981281	0.05009564	8.63600816	1.42300000

6.81817791	0.05704256	8.73725351	1.48000000

2.46281021	0.05932115	8.73728933	1.53000000

1.06508963	0.05863202	8.73728995	1.58100000

2.98797894	0.05622005	8.73695526	1.62700000

1.92879882	0.05373027	8.63596493	1.67300000

3.05583029	0.04419353	8.38009098	1.72500000

1.60168836	0.04170376	7.94581022	1.78000000

2.97883987	0.03681313	7.74149848	1.83000000

1.68989265	0.03914729	7.73875923	1.87900000

3.88555205	0.04379339	7.49447645	1.92500000

3.95608954	0.04345994	7.49450795	1.97200000

12.37002161	0.04469371	7.49444681	2.01100000

14.08662131	0.04267077	7.28227116	2.06200000

2.99105411	0.04275969	7.49446410	2.11400000

9.12348135	0.05784285	7.49487413	2.16800000

11.50526266	0.05847641	7.49441470	2.22500000

0.88011627	0.05843194	7.32734711	2.27600000

5.53968503	0.06576789	7.49460119	2.32700000

9.41716630	0.05976575	7.66155331	2.37100000

3.02804878	0.05517523	7.84648097	2.42300000

1.38577187	0.05012898	8.05044814	2.47700000

9.67127542	0.05030683	8.27373578	2.53300000

3.67995405	0.04350440	8.51825629	2.58100000

2.83841326	0.04197052	8.78251904	2.61800000

3.04566000	0.04361555	8.78259437	2.65400000

0.92788639	0.04419353	8.66223294	2.69100000

7.06363580	0.04573853	8.38001318	2.72800000

7.70685897	0.03736888	8.21629246	2.76400000

10.06810210	0.03643521	8.21630975	2.80000000

10.32504556	0.03450119	8.02033247	2.84300000

7.61879053	0.02897700	7.78286138	2.89900000

2.49728546	0.02445316	7.78274961	2.95400000

0.53386936	0.03104440	7.49456229	3.01100000

3.37417219	0.02819894	7.49448386	3.06900000

1.46581275	0.04278192	7.49455426	3.11900000

1.74298565	0.04344882	7.49442026	3.16900000

0.95065994	0.05247427	7.68112695	3.21400000

8.70603621	0.05729821	7.84644083	3.26800000

3.36321766	0.05844306	8.19025169	3.32600000

8.52781835	0.05646458	8.40457996	3.37800000

3.53374760	0.05009564	8.63595196	3.42600000

8.00607677	0.05848752	8.97021744	3.47400000

2.48352129	0.05491958	8.97012667	3.53100000

2.20195177	0.05744270	8.73717571	3.58400000

4.47084098	0.06421178	8.61729161	3.62700000

2.68306775	0.06408952	8.61731198	3.67900000

11.12749217	0.07448211	8.51829087	3.72600000

5.73848431	0.07303715	8.34103632	3.78200000

12.74750187	0.07165888	8.34094431	3.83100000

5.56416907	0.07238136	8.51819207	3.87400000

3.70395644	0.07159219	8.51822418	3.91200000

10.02114708	0.07350399	8.34123392	3.95300000

10.37213643	0.06931360	8.34099433	4.00300000

4.27811794	0.07317053	8.34098692	4.04600000

8.29379046	0.07399305	8.51844216	4.09700000

7.35096047	0.07287043	8.42194109	4.14300000

4.35198379	0.06554559	8.61749476	4.19700000

1.27723317	0.05604220	8.73729921	4.25000000

1.57844551	0.05211858	8.63583958	4.29500000

-0.19516835	0.05115157	8.88353345	4.34200000

-1.44566360	0.04523835	8.78261969	4.39800000

-2.00328834	0.04586080	8.37986930	4.45600000

-2.77452011	0.04688338	8.12275973	4.51300000

5.48190517	0.04539396	7.94574476	4.57100000

-2.27676239	0.04079232	7.70657924	4.62000000

5.31755028	0.04722795	7.70651934	4.67100000

-0.82175596	0.04054779	7.49450424	4.71900000

-1.57123306	0.05014010	7.68107261	4.77700000

0.28177330	0.04174822	7.88963957	4.82500000

7.23089297	0.05182959	8.05039195	4.87700000

5.32283611	0.04263742	7.88960067	4.92200000

0.29125199	0.05139610	7.68102877	4.97300000

0.53621588	0.04357109	7.70633100	5.02700000

-1.11915829	0.04700565	7.70665087	5.08000000

5.74396775	0.04421576	7.88959511	5.12800000

1.87150679	0.04341548	7.88970503	5.17000000

5.93192365	0.05076254	8.27371664	5.22700000

6.48706603	0.05413041	8.05051668	5.27600000

3.96865575	0.05040686	8.05048025	5.32900000

1.77168725	0.05803180	7.84653099	5.37400000

0.52339649	0.05489735	7.84637044	5.42300000

8.18214571	0.05856533	7.84638094	5.47600000

10.77544072	0.05834302	7.84682369	5.52400000

4.89121308	0.05884320	7.84654396	5.57800000

5.66089492	0.05465282	7.84639576	5.63000000

7.32853889	0.05217416	7.68101951	5.67300000

9.77482469	0.05746493	7.49444743	5.71600000

7.76096468	0.05394145	7.14253924	5.76100000

6.77847240	0.06560117	6.99607715	5.81100000

8.13366547	0.06756854	6.86634015	5.85700000

