29.68596098	13.95613157	-1.21907108	0.00100000

30.48250425	14.09932707	-1.21691105	0.04300000

29.95765045	14.28265911	-1.21647941	0.08000000

33.89824064	14.53972854	-1.21509435	0.12300000

31.10073085	14.72801790	-1.21480474	0.17100000

35.30070364	14.78040324	-1.21256196	0.22000000

34.20629492	14.79786502	-1.20952137	0.27000000

34.31984775	14.83973551	-1.20656662	0.31300000

31.47919295	14.89596667	-1.20620106	0.34900000

29.91218362	14.98457604	-1.20472646	0.38400000

32.87420268	15.09155863	-1.20200326	0.42000000

34.36262226	15.21550282	-1.20112764	0.45500000

32.62283528	15.35589732	-1.19905591	0.49000000

30.65896223	15.50505050	-1.19936343	0.52600000

31.60967774	15.65444821	-1.19811422	0.56100000

33.85085337	15.75091594	-1.19886387	0.59700000

29.64679887	15.73436560	-1.19951472	0.63400000

30.89508963	15.60197395	-1.19999514	0.68500000

32.97225616	15.46825961	-1.20140675	0.74100000

33.01049819	15.44600723	-1.19941715	0.79900000

30.14637823	15.53152661	-1.19891636	0.84800000

30.22202866	15.69819715	-1.19829021	0.90000000

33.22730389	16.00866340	-1.19939307	0.94400000

32.91956453	16.34171548	-1.20070527	0.99500000

30.51433041	16.54566597	-1.20036132	1.04900000

32.77449429	16.56687354	-1.20046691	1.09900000

31.59634583	16.52887110	-1.20046074	1.13500000

32.92540612	16.49734875	-1.19775916	1.18000000

34.55041761	16.56868529	-1.19474080	1.23700000

34.92813871	16.72093958	-1.19191942	1.28900000

32.92452309	17.00960917	-1.18822983	1.33400000

31.99105446	17.34193877	-1.18486752	1.38700000

34.51980793	17.56759701	-1.18311381	1.43600000

33.86423469	17.75465259	-1.18268959	1.47200000

30.83370972	17.83252480	-1.18200848	1.50700000

30.76272762	17.82306587	-1.18204676	1.54300000

31.36192892	17.74957300	-1.18144593	1.57900000

41.66129248	17.69290835	-1.18177753	1.62100000

37.27840261	17.54508898	-1.18286681	1.66900000

27.13598390	17.11373518	-1.18590555	1.72400000

24.01129572	16.32934440	-1.18985943	1.77400000

26.60351627	15.38663050	-1.19243257	1.82100000

32.32973077	14.10854147	-1.19674027	1.86400000

29.97612000	13.02672242	-1.20009703	1.91400000

30.82058775	12.11683133	-1.20358778	1.96400000

34.29569716	11.79514997	-1.20545758	2.01900000

33.24770005	11.97343576	-1.20661725	2.07100000

33.47910972	12.57820694	-1.20749040	2.11600000

30.36944542	13.43619063	-1.20544029	2.16900000

33.70305994	14.40142367	-1.20134253	2.22200000

34.83787813	15.33179984	-1.19795799	2.27600000

32.76479948	16.09836205	-1.19371759	2.33200000

29.94650450	16.46119141	-1.18945187	2.38800000

29.76076543	16.54448778	-1.18675215	2.44300000

31.66377728	16.51364345	-1.18771236	2.50200000

34.46821547	16.49092423	-1.19003912	2.56000000

32.04274573	16.47537425	-1.19372994	2.61200000

34.09424262	16.46700459	-1.19817782	2.65800000

30.95113430	16.47431831	-1.20338091	2.70900000

30.14910760	16.47340688	-1.20550513	2.76500000

34.58371961	16.36126689	-1.20405585	2.81900000

30.11467557	16.15122534	-1.20206131	2.87100000

34.16305728	15.95408838	-1.20065463	2.92000000

34.55128829	15.82189681	-1.20243984	2.97500000

34.95671062	15.78969644	-1.20372857	3.02800000

31.44946630	15.83883618	-1.20662837	3.07200000

34.33461845	15.93176931	-1.20797144	3.12300000

31.21627204	16.03954107	-1.20791278	3.16700000

30.04744172	16.18079144	-1.20745706	3.20200000

31.14999533	16.31221607	-1.20712669	3.23900000

32.59242938	16.33435730	-1.20667530	3.28600000

34.27281864	16.29360944	-1.20541250	3.33500000

31.89082737	16.31787364	-1.20511548	3.38900000

30.71906390	16.45094331	-1.20619365	3.44700000

30.24611750	16.69437455	-1.20827834	3.50500000

35.46212540	16.96583801	-1.21155543	3.56200000

31.24550469	17.22007310	-1.21630033	3.61100000

33.07735536	17.36008969	-1.21788423	3.66200000

30.44290988	17.31764122	-1.22027150	3.70800000

34.73881812	17.07186470	-1.21925015	3.75900000

34.63611484	16.85006340	-1.21694501	3.80900000

32.18378985	16.61760273	-1.21475040	3.85400000

34.00487125	16.48291027	-1.21280403	3.90400000

30.25549738	16.41966549	-1.21109231	3.95400000

30.73862643	16.43619361	-1.20935774	4.00300000

33.52589800	16.53232789	-1.20513154	4.06000000

35.87022769	16.55493595	-1.19959500	4.11600000

34.29651227	16.41627540	-1.19664827	4.16900000

32.29628057	16.09635022	-1.19182247	4.21500000

29.69605718	15.72607375	-1.18858799	4.26400000

34.55533295	15.42258777	-1.18645451	4.32000000

